,0
708,Prune
709,Sema6c
710,Ctsk
711,Mrps21
712,Plekho1
713,Vps45
714,Sv2a
715,Otud7b
716,Sf3b4
717,Bola1
718,Polr3gl
719,Txnip
720,Pex11b
721,Pias3
722,Nudt17
723,6330549D23Rik
724,Gpr89
725,Gja5
726,Acp6
727,Chd1l
728,Prkab2
729,Phgdh
730,Wars2
731,Vangl1
732,Ap4b1
733,Mov10
734,St7l
735,Fam212b
736,Lamtor5
737,Rbm15
738,4933431E20Rik
739,Gstm7
740,Gstm1
741,Atxn7l2
742,Psrc1
743,Stxbp3a
744,Dph5
745,Vcam1
746,Sass6
747,Slc35a3
748,Alg14
749,Arhgap29
750,Gclm
751,1810037I17Rik
752,Snhg8
753,Zgrf1
754,Neurog2
755,Gar1
756,Casp6
757,Tet2
758,Cxxc4
759,Slc39a8
760,H2afz
761,Lamtor3
762,Odf2l
763,Znhit6
764,2410004B18Rik
765,Bcl10
766,Dnajb4
767,Acadm
768,Tyw3
769,Cryz
770,Fpgt
771,Cth
772,Ankrd13c
773,Clvs1
774,Gne
775,Tnc
776,Cdk5rap2
777,Zdhhc21
778,Cntln
779,Sgip1
780,Inpp5b
781,Wasf2
782,Casz1
783,Spsb1
784,Fam110b
785,Tox
786,2610301B20Rik
787,Tmem67
788,Mmp16
789,Ggh
790,Nkain3
791,Tstd3
792,Coq3
793,Fbxl4
794,Ankrd6
795,Cnr1
796,Mob3b
797,Fam219a
798,Zcchc7
799,Tdrd7
800,Frmpd1
801,Dcaf10
802,Abca1
803,Fktn
804,Tmem245
805,Ptgr1
806,Zfp618
807,Frmd3
808,Kdm4c
809,Nfib
810,Frem1
811,Bnc2
812,Sh3gl2
813,Focad
814,Caap1
815,Nfia
816,Atg4c
817,Ror1
818,Alg6
819,Ak4
820,Dnajc6
821,Pde4b
822,Dab1
823,Rab3b
824,Spata6
825,Mknk1
826,Zswim5
827,Hivep3
828,Scmh1
829,Smap2
830,Epha10
831,Ncdn
832,Ago3
833,Mecr
834,Ahdc1
835,Fam76a
836,Wdtc1
837,Man1c1
838,Fuca1
839,Ephb2
840,Iffo2
841,Arhgef10l
842,Kazn
843,Vps13d
844,Ptchd2
845,Pex14
846,Kcnab2
847,Megf6
848,Prkcz
849,Tmem68
850,Chchd7
851,Plekhf2
852,Ndufaf6
853,Trp53inp1
854,Ccne2
855,Rad54b
856,Rbm12b2
857,Tmem64
858,Osgin2
859,Rmdn1
860,Usp45
861,Smim8
862,AI464131
863,Nudt2
864,Enho
865,Il11ra1
866,Rpp25l
867,N28178
868,Fancg
869,Fam214b
870,Pigo
871,Tesk1
872,Ccdc107
873,Arhgef39
874,Rgp1
875,Hint2
